id,img,label,text,set
91453,img/91453.png,0,oh look someone's returning a broken sandwich maker to walmart,train
51293,img/51293.png,0,breakyourownnews.com live breaking news coca cola 2 released 21:33 ustad anwar rilis released,train
72509,img/72509.png,1,this chemical is called #astrazine monsanto hired me to find out if it changes the sexual orientation of straight frogs into homosexual frogs... and it did. they then pump this same chemical into the waters of the ghettos in the u.s,train
63812,img/63812.png,0,why did paul walker cross the road? he wasn't wearing his seatbelt ifunny.co,train
54670,img/54670.png,1,knowing white people he's probably the father,train
84107,img/84107.png,0,i ordered a dishwasher and they sent me a sandwich maker,train
37580,img/37580.png,0,"let's gather everyone for family photo, where are my daughters?",train
10579,img/10579.png,1,only 1.4% of white people ever owned slaves so blaming the entire white race is racism at it's finest!,train
80912,img/80912.png,0,mr obama it is an honor,train
87693,img/87693.png,1,when your goat tells you she ain't on the pill,train
12736,img/12736.png,0,"nice watch you got there david thanks, my dad sold it to me before he passed",train
32806,img/32806.png,0,when you start to choke but your uncle knows the heimlich maneuver,train
12784,img/12784.png,0,when your chinese food shows up completely uncooked,train
64128,img/64128.png,0,heeeeaad shoulders wheel and frame wheel and frame,train
59238,img/59238.png,1,where do you work jobs iz for suckas kfc pimpin hoes this is a racist meme!,train
72164,img/72164.png,0,having dinner after a long working day,train
12068,img/12068.png,1,this muslim guy is in heaven,train
13692,img/13692.png,0,active shooter at a walmart in tx targeting only hispanics. armed white people,train
65240,img/65240.png,0,wing wing wing herro? thats racist!,train
59402,img/59402.png,1,how much did the holla cost,train
14632,img/14632.png,1,after 3 million years of evolution we have only lost the hair!,train
34825,img/34825.png,0,monkey blood,train
85026,img/85026.png,1,just trying to do my part,train
27461,img/27461.png,1,so you think we should import muslims.. did your grandfather import nazis,train
10582,img/10582.png,0,four years for your bachelor's? i've worked 60 for my masters,train
84351,img/84351.png,0,we cannot arm teachers it violates the rights of the shooter,train
37182,img/37182.png,1,i may be blind but at least i'm not black,train
49285,img/49285.png,1,bert and ernie dress up as goats in an attempt to catfish arab men,train
23091,img/23091.png,0,when you pour a bowl of coco puffs and realize you're outta milk,train
48917,img/48917.png,1,blackpeoplemeet.com,train
47208,img/47208.png,0,happy fucking birthday now let's party,train
35671,img/35671.png,1,jews: *exist* hitler: there's enough goofy gas for everyone,train
97128,img/97128.png,1,know why colored people have all those air freshener in their cars? they can't stand the smell of ni**er either!,train
65217,img/65217.png,0,an expensive gas bill? i did nazi that coming,train
03185,img/03185.png,1,best thing about an ethiopian blowjob ? you know she's going to swallow,train
34275,img/34275.png,0,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle,train
48507,img/48507.png,0,how black people became christians,train
68253,img/68253.png,1,free blanket maybe white man not so bad after all,train
24875,img/24875.png,0,im this pretty because make up works miracles,train
53827,img/53827.png,0,i don't want to get attached to anyone anymore... it only destroys me in the end,train
14793,img/14793.png,0,damn it john. leave stevie alone,train
69415,img/69415.png,0,squad goals,train
52706,img/52706.png,0,current mood i'll beat a motherfucker.... with another motherfucker!!!,train
17630,img/17630.png,1,up to train & @peta team @ unhumanrights therapy dogs to console muslim rape victims,train
62315,img/62315.png,0,i'm arresting you for public intoxication,train
72194,img/72194.png,0,"they fear us waking up from the bull shit, and taking back what was stolen from us",train
34985,img/34985.png,1,donald trump is my bitch you stupid arrogant americans.!,train
06194,img/06194.png,1,burning things that don't mean anything to you,train
71836,img/71836.png,0,"and i shit you not, this fucking eagle just comes out of nowhere..",train
50746,img/50746.png,1,how do you kill 100 flies? smack an african kid in the face,train
97523,img/97523.png,0,you are so cute,train
89324,img/89324.png,0,"""las cosas mas gratis"" (the most free stuff) in case you missed the debate.... free stuff! more free stuff! even more free stuff!",train
64705,img/64705.png,0,who was the greatest prostitute in history? ms. pacman for 25 cents she swallowed balls until she died,train
56124,img/56124.png,0,how to cook turkey in usa how to cook turkey in romania,train
90847,img/90847.png,0,"""i say, we knock off trump and then, go after pence. we have the power."" - maxine waters 9/17/2018 yes, she actually said this and then blames president trump for inciting violence",train
04356,img/04356.png,0,i only wear silk panties cotton ones remind me of slavery,train
97520,img/97520.png,0,get the fuck out now you anti trump liberals,train
12063,img/12063.png,0,when your goat tells you oh no! she ain't on the pill,train
04651,img/04651.png,0,what every muslim looks like to me,train
18397,img/18397.png,1,this is why black people can't advance: ni**ers are holding us back,train
32849,img/32849.png,0,valentine in islamic countries,train
58264,img/58264.png,0,let's reduce drunk driving by taking cars away from sober drivers makes as much sense as gun control,train
97836,img/97836.png,0,start the car!!!!!! i just peed on hillary's leg!,train
45831,img/45831.png,0,"when you're conjoined twins, we often have the same thoughts",train
46078,img/46078.png,0,today taxi tomorrow freightliner,train
59143,img/59143.png,0,my black boy friend,train
20459,img/20459.png,1,deport the goat fornicators #fukislam,train
74915,img/74915.png,0,"you think im cute? aww, get otter here",train
67051,img/67051.png,0,"banned for life from twitter for criticizing a movie. used twitter to promote a hoax hate crime, risking an entire race war. still on twitter",train
58124,img/58124.png,1,"this is a declaration of war  ...on you, your family, your friends, and all you hold dear",train
01467,img/01467.png,0,it's a great day to be a honky!,train
76489,img/76489.png,0,been talking shit about trump since day one now crying like bitches after getting called out,train
76341,img/76341.png,0,please kill isis # goatlivesmatter,train
54179,img/54179.png,1,"i'm an ex-muslim because ""islam"" means ""submission"" and i won't submit my life to the delusion of a child rapist",train
29708,img/29708.png,1,the most underrated cook of all time,train
12534,img/12534.png,0,border agents in texas aprehend over 400 span. in just 5- minutes illegals we know we have an issue with illegal immigration but how can we fix this and not separate families,train
51943,img/51943.png,0,terrorist can come to this country way to easy,train
14679,img/14679.png,1,"when the white kid you've been nice to passes you a book under the table and he wrote ""you're cool. run out of the school when i give the signal""",train
50146,img/50146.png,0,her back must hurt,train
96857,img/96857.png,0,don't stare to long you might laugh,train
85392,img/85392.png,1,it's hump day!!! oh fuck!!!,train
26043,img/26043.png,0,love is love is love is love,train
62510,img/62510.png,0,"when your wife is secretly a dinosaur, and you don't find out before she givs birth to four crossbreed raptors",train
71398,img/71398.png,0,"hundreds have gathered at a volkswagen owners meet up according to nasa, the glow from their check engine lights could be seen from space",train
92180,img/92180.png,0,meanwhile at the isis strip club,train
27981,img/27981.png,0,when you're on your lunch break considering not going back,train
81450,img/81450.png,1,whenever white patriarchy wants to turn me into its fucking bitch,train
06273,img/06273.png,1,the jihad squad,train
93215,img/93215.png,0,paper is white and paper beats rock,train
41908,img/41908.png,0,72 dead in syrian chemical attack ha... rookie numbers,train
02475,img/02475.png,0,therapy dogs are now being trained to console rape victims of muslims,train
79018,img/79018.png,0,when you have 3 choco puffs left in your cereal bowl,train
38654,img/38654.png,0,how to make america great again,train
56134,img/56134.png,0,meanwhile at the isis strip club,train
80169,img/80169.png,1,(muslim noises),train
89541,img/89541.png,1,this is the world if transgenderism and homosexuality never exsisted,train
65189,img/65189.png,0,i just sharted ... my protein shake,train
08593,img/08593.png,1,18 years later,train
19457,img/19457.png,0,egyptian 'ahly ultra' soccer fans climb over a fence at the al ahly home stadium during celebrations,train
95830,img/95830.png,1,face of terrorism in us,train
18675,img/18675.png,0,there are the apes that i helped to save,train
72638,img/72638.png,0,only a few understand what it's like to be 19 and write your own will,train
74356,img/74356.png,1,when she's trying her hardest to make you cum but you already visited your favorite goat,train
76980,img/76980.png,0,who was the greatest prostitute in history? ms. pacman for 25 cents she swallowed balls until she died,train
89573,img/89573.png,0,you! out of the gene pool now,train
76921,img/76921.png,1,she probably asked a wrong question,train
61589,img/61589.png,0,dementia or just another lying democrat it's hard to tell one from the other,train
21769,img/21769.png,1,"arrest white babies before they become land stealing, inbreeding, child molesting, dog raping, serial killing, racist white supremacist terrorist thugs",train
86104,img/86104.png,1,playboy offered her a million dollars to pose nude nat geo offered her the same,train
76381,img/76381.png,1,fuck obama fuck backlivesmatter fuck islam and double fuck allah,train
08743,img/08743.png,0,"if you see me in public looking a hot mess, just know; my bills are paid, my children have food, & i ain't trying to impress you",train
03591,img/03591.png,1,"joins the democrat party to indulge in deep seated supremacist proclivities. ""helping"" minorities also loves black cock",train
45836,img/45836.png,0,abyssynian slaves in iron collars,train
95024,img/95024.png,1,ever tried african food? niether have they,train
64789,img/64789.png,0,black lab yellow lab chocolate lab meth lab,train
57621,img/57621.png,1,if this gets 1k likes i'll post to islam how we see muslims how muslims see us,train
61038,img/61038.png,0,no wonder why the pipes are not working,train
73562,img/73562.png,0,i just started a company selling landmines that look like prayer mats prophets are going through the roof,train
14372,img/14372.png,0,just another year and another wrinkle on the ole' nutsack. happy birthday,train
36109,img/36109.png,0,"""one mans trash is another man's treasure"" is a great quote but, it's a shitty way to tell a kid they're adopted """,train
93152,img/93152.png,0,don't blame me fuel was expensive,train
64721,img/64721.png,1,danish bacon ... it's gonna rock your world,train
53012,img/53012.png,0,"nothing says ""pull me over"" like some red solo cup brake lights!",train
54370,img/54370.png,0,when you stoned your 3rd wife yesterday and you're lonely ankle compilaion,train
01395,img/01395.png,1,i just found out mexican babies come out just like the food,train
67325,img/67325.png,0,bombbbssss awayyyyyy,train
13697,img/13697.png,0,how chevy owners say hi to each other,train
63092,img/63092.png,1,chances are that god was black because he didn't even raise his son,train
50184,img/50184.png,0,how we see muslims how muslims see us,train
46538,img/46538.png,0,it's a boy,train
65149,img/65149.png,0,terrorist: islam me: what do you do? terrorist: slam slam my car car into people me:,train
34081,img/34081.png,1,"when a black on lmm wants to fight, but you just tell a cop and the cop opens fire without hesitation modern problems require modern solutions",train
69842,img/69842.png,0,meanwhile at the isis strip club,train
89126,img/89126.png,1,how to talk to muslim people: wrong correct,train
41795,img/41795.png,0,"happy birthday believe me, i am the best and greatest at wishing you a happy birthday",train
27635,img/27635.png,1,dat ass ahmarbkrich*d,train
37214,img/37214.png,0,u gotta be prepared for disloyal sh*t no matter how loyal u are to a person,train
19203,img/19203.png,0,remember when they voted on your new green deal in the senate and no one supported it? that was awesome!,train
83025,img/83025.png,1,but i'm israeli god promised me the car!,train
59871,img/59871.png,1,no more excuses european americans are generational squatters,train
87315,img/87315.png,0,that look when you just sucked 3 dicks for an 8 ball of baking soda,train
29351,img/29351.png,1,when you forget the bomb codes,train
06359,img/06359.png,0,what women think they'll do when the economy collapses vs what they'll actually do,train
40815,img/40815.png,0,sells you idea of heaven custom builds armored vehicle to avoid heaven as long as possible,train
20146,img/20146.png,0,six months ago i couldn't spell kongris now lare one!!!,train
51973,img/51973.png,0,your order comes to $37.50 and your white privilege discount brings the total to $37.50,train
76810,img/76810.png,0,"this is adam schiff -democrat- house intelligence chairman, on record to have seen overwhelming evidence mueller report delivered 3/22/19 of collusion why more investigations? just ask this clown for what, exactly, he has seen",train
76532,img/76532.png,1,trump supporters be like mexicans stole my teeth,train
76348,img/76348.png,1,i like my refugees like i like my pasta limp and floating in water,train
64157,img/64157.png,1,damn they really out here thinking they making it to class,train
54632,img/54632.png,1,new seat belt design 50% less accidents,train
37924,img/37924.png,1,49 people were killed at christ church 49 people were killed at christ church mosques muslim muslim,train
89526,img/89526.png,1,you sent out so much smoke red indians came to make peace,train
68751,img/68751.png,0,"until i invented the internet there was no medium for widespread, theatrical, self-affirming expressions of moral superiority",train
37051,img/37051.png,0,he told me he was a democrat i asked if i could borrow a tampon,train
60931,img/60931.png,0,these video game armors are getting pretty ridiculous,train
84692,img/84692.png,0,i was going to make an anal sex joke butt fuck it,train
14675,img/14675.png,0,the media calls them refugees but this is what you will get,train
73482,img/73482.png,0,it's time we took guns away and put them out of the reach of our children,train
12754,img/12754.png,0,i am full! that pho was good !,train
74513,img/74513.png,1,you can hide but you can't run,train
40567,img/40567.png,0,anne frank writing in her diary,train
27685,img/27685.png,1,go back to sleep your government is in control,train
72956,img/72956.png,1,dad?!? the dishwasher and the sandwichmaker are on the fritz again,train
68752,img/68752.png,0,very tired after group sex mohammed is,train
69720,img/69720.png,0,bestfrand !! how my eyelashes look ?,train
17564,img/17564.png,0,do i make you horny baby.... do i??????,train
47289,img/47289.png,0,muslim woman wearing a burka,train
80153,img/80153.png,0,i love it when people think my posts are about them as if i had enough time to insult you bastards individually,train
90351,img/90351.png,1,make christianity anti-semitic again,train
54610,img/54610.png,1,if jesus rode ass why do christians hate gay people?,train
46359,img/46359.png,0,"then something amazing started to happen! last year tyrone got a new job, started building his credit, and spending more time with his kids",train
27341,img/27341.png,1,"no one: white cops: he's black, so i'm assuming that he's evil",train
26394,img/26394.png,1,"not sure what's in the fridge, but this dishwasher is about to get a big load",train
21385,img/21385.png,1,are both mentally healthy? brahmins are racially paraniod. this is called hinduism brahmanism followers are genetically stupids and fools,train
54790,img/54790.png,0,what people do in the bedroom is not anyone else's business,train
52496,img/52496.png,0,tweekers be like y'all hear that shit!?,train
04639,img/04639.png,1,"the female body is a gentle, delicate flower except for the vagina. pound the fucking vagina",train
17028,img/17028.png,1,"feeling bored, let's go to a mosque",train
01796,img/01796.png,1,life hack #23 how to get stoned with no weed,train
28160,img/28160.png,0,saddle up boys! it's time to play cowboys,train
75089,img/75089.png,0,just so we're clear at the same time democrats are refusing to secure our border they introduce legislation to disarm law abiding citizens are you trying to start a civil war? because that's how you start a civil war,train
62057,img/62057.png,0,"whenever i go to a bar i shout out ""you cheating whore!!!"" whoever turns around is who i'm buying drinks for!",train
52349,img/52349.png,1,no racism,train
05387,img/05387.png,0,is someone using the oven? cuz i smell gas,train
76894,img/76894.png,0,this rape survivor and the man who raped her have teamed up to tell their story,train
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!",train
39175,img/39175.png,0,when your dad passes the family school shooting gun down to you,train
97426,img/97426.png,0,what dogs look like to black people what dogs look like to asians what dogs look like to white people,train
10786,img/10786.png,0,president trump accused of sexual assault right before the election clarence thomas accused sexual harassment right before the election right before getting voted in by the senate roy moore accused of sexual assault right before senate election in alabama brett kavanaugh accused of sexual assault right before getting voted in by the senate still convinced that the accusers are telling the truth? bret e macgregor monday at 8:34 pm,train
06845,img/06845.png,1,"""whatcha thinkin' about, liberal cuck""? ""antifa getting their asses kicked, crying about the election, loving islam goatshaggers, butt sex, crying, more crying, and stuff...""",train
20513,img/20513.png,0,when you're a complete piece of trash but sheeple still like you because you're black,train
74083,img/74083.png,0,ready for prom,train
46357,img/46357.png,1,"instructor: ...and this is how you take off me: ok cool, but how do i land? instructor: good question",train
54062,img/54062.png,0,danish bacon ... it's gonna rock your world,train
90251,img/90251.png,0,when you remebered where you left your keys,train
91674,img/91674.png,1,how white men look at you after they've already called the cops,train
24769,img/24769.png,0,and you get a chip implant ! and you get a chip implant!... everyone gets a chip implant!,train
25731,img/25731.png,0,when you die and go to heaven but now have to wait for your doggo to join you,train
74096,img/74096.png,0,him:,train
34798,img/34798.png,1,i don't see whats wrong with him other than he stole that wheelchair,train
27150,img/27150.png,0,kick them out of country,train
23140,img/23140.png,0,winter weather got your skin dry? i've got some lotion in the back,train
25178,img/25178.png,1,muslims have sex with goats wipe their asses with their hands and drink camel piss but i'm the unclean one !,train
14263,img/14263.png,0,1 for english and 2 for spanish? what do i press to speak to a gorilla,train
92617,img/92617.png,0,when the porn video features a tranny but then 'she' turns out to be a midget too you had my curiosity but now you have my attention,train
84729,img/84729.png,0,share this pile of bacon for no reason,train
68249,img/68249.png,0,"told you back in 1980 the bushes were liberals in republican clothing, just like mccain",train
03289,img/03289.png,0,fuck banks fuck indians too,train
07412,img/07412.png,1,white trash nation,train
50186,img/50186.png,0,don't be a fool it is a bomb,train
21348,img/21348.png,0,wanna go masturbate? fuck yeah! masturbating!,train
64127,img/64127.png,0,literally nobody: white people sitting at the bar: can you put it on the golf channel??,train
63472,img/63472.png,0,still wondering why i was sweating watching cops,train
06537,img/06537.png,0,lust and love,train
16845,img/16845.png,0,nothings impossible,train
08276,img/08276.png,0,it's hard but it's worth it,train
16935,img/16935.png,0,the perfect bag doesnt exi--,train
28574,img/28574.png,1,"the city of seattle leaves poop on their sidewalks ...because hosing it off is ""racially insensitive""",train
26709,img/26709.png,1,"when i was in high school i got braces a friend told me, ""you're so black, even your teeth are behind bars,""",train
26397,img/26397.png,0,there are still parts of the world where people celebrate capital punishment,train
48276,img/48276.png,0,master chef with low rating master chef with high rating,train
15893,img/15893.png,1,"how many mexicans does it take to build a... oh wow, they're done",train
02365,img/02365.png,0,"quick, which one is a bb gun? oops, too late . . . you're dead",train
52681,img/52681.png,1,white trash britney is my spirit animal,train
14829,img/14829.png,1,fucking queers,train
24586,img/24586.png,0,laundry day,train
64513,img/64513.png,0,yo dawg i heard you loved chinese food so i ordered take out,train
65041,img/65041.png,0,"when it is time, rest assured america. when the enemy brings it to our soil, we will bring it to them we dipped this shit in bacon grease mixed with bacon juice smothered in hate",train
03276,img/03276.png,0,unless life also gives you water and sugar your lemonade is gonna suck,train
42160,img/42160.png,0,riots in the streets,train
21604,img/21604.png,0,bruce jenner's cat,train
12748,img/12748.png,1,my thai girlfriend says a small penis shouldnt be a problem in a loving relationship but i still wish she didnt have one,train
07931,img/07931.png,1,how black people became christians,train
59301,img/59301.png,0,when everyone loves your beautiful smile,train
41062,img/41062.png,0,got a new slow cooker today,train
52089,img/52089.png,0,for my haters kill yo self bitch!,train
73426,img/73426.png,1,if yo ancestors came to america on slave ships yo ass is a israelite,train
29630,img/29630.png,0,you just went full goat fucker never go full goat fucker,train
34506,img/34506.png,0,what's the difference between menstrual blood and sand? you can't gargle sand,train
57029,img/57029.png,0,"hey, i just met you, and this is crazy, this is my mad face so i might be angry",train
56138,img/56138.png,0,here's a painting of a handbook for terrorists,train
63507,img/63507.png,0,evolution from peeling bananas to busting caps,train
90413,img/90413.png,1,we '' protect pedophiles from being prosecuted,train
80279,img/80279.png,0,we '' protects pedophiles from being prosecuted,train
85710,img/85710.png,0,trump derangement syndrome is real we can help! our skilled operators are standing by to take your phone-calls 1-800-you-lost let us help you get over it,train
48216,img/48216.png,0,can you send a few dozen more officers please about his rights he's talking,train
52079,img/52079.png,0,just bought a house! now we're house-poor,train
37256,img/37256.png,0,"no generation in american history has let the government get by with so much, are we a generation of cowards or are we going to take our country back?",train
72130,img/72130.png,0,you cant handle the truth,train
98276,img/98276.png,1,the first annual mohammed-a-thon,train
45691,img/45691.png,1,"call me ""sir"" one more time and i'll show you a sir! macho ma'am tranny savage",train
78190,img/78190.png,0,it's not high treason it's alternative loyalty,train
37609,img/37609.png,0,the military finally captured the massive orangutan,train
51894,img/51894.png,1,"i'm a moderate muslim. that means that while other muslims are putting bombs on your buses and raping your children, i'll be telling you that islam is peaceful protesting when you insult my religion and lobbying your government to take away your free speech",train
75092,img/75092.png,1,lesbian trans woman? ain't that just a regualr guy?,train
83064,img/83064.png,1,the hollow coa$ter,train
49083,img/49083.png,0,when you catch your goat with another man ya done fucked up,train
47192,img/47192.png,0,the flag flies high and proud,train
56340,img/56340.png,0,"""comedian"" sarah silverman says pro-life laws ""make me want to eat an aborted fetus"" then one day for no reason at all they started putting people in camps",train
42786,img/42786.png,0,"she literally tweeted ""let's make gas chambers great again""",train
61570,img/61570.png,1,you can't hate jews if there's no more jews,train
42856,img/42856.png,1,who are you looking for? '' my white rich daddy! '',train
71830,img/71830.png,0,"""what's the difference between the 2? the first one can't sing when you put chains on it""",train
90165,img/90165.png,0,it didn't happen because of the actions of one man it happened because of people who were 'just doing their jobs',train
28590,img/28590.png,1,you can take the trash out of the trailer park but white trash will forever be white trash,train
60379,img/60379.png,0,"after i say ""whatever"" all the shit you say after that is irrelevant",train
35680,img/35680.png,0,take one step at a time you have to crawl before you can learn to walk,train
34510,img/34510.png,0,"1 in 10 people live next to a pedophile not me, i live next to three gorgeous 13 year olds",train
50462,img/50462.png,1,can you see the difference?,train
62805,img/62805.png,1,"it hurts the poor muslim's feelings? well, whoopty doo... this aint arabia meathead",train
86075,img/86075.png,1,"everyone told me ''he is gonna leave""",train
24860,img/24860.png,1,know why gay guys never get messages from foreigners they'll get stoned,train
90582,img/90582.png,0,worst pijama party ever,train
62849,img/62849.png,1,cumshot on jewish girl face - 1943,train
31467,img/31467.png,0,if they don't like it here they can leave!,train
86543,img/86543.png,1,what's burning? '' '' '',train
71920,img/71920.png,1,where is the black guy?,train
85243,img/85243.png,0,"attacks trump's unpaid daughter pays her own daughter $750, 000 to send out mailers",train
08291,img/08291.png,1,white people is this a shooting range,train
81457,img/81457.png,1,muslims are varied as anybody else but islam is a destructive ideology,train
59824,img/59824.png,1,"wait, mohammad come back!! i didnt meah to laugh, really size doesn't matter to me lol",train
41605,img/41605.png,0,"if you shouted ""lock her up"" & aren't now shouting ""lock him up"".. you might be a hypocrite",train
65207,img/65207.png,0,it can't be homicide if there is no race,train
78401,img/78401.png,1,friends house and he when you at your white starts stabbing his parents only the dead can know peace from this evil,train
67983,img/67983.png,1,burn them all that's my girl,train
70624,img/70624.png,0,how we see muslims how muslims see us,train
48567,img/48567.png,1,got any choc isis ?,train
83602,img/83602.png,1,not going anywhere a while? for sniggers,train
39408,img/39408.png,1,"""you are allowed to drive?"" no, i took a magic carpet ride here",train
51496,img/51496.png,1,don't shoot i'm unarmed,train
67194,img/67194.png,1,a black chinese now i can die in peace chigga,train
67205,img/67205.png,0,when your group has a bunch of inactive members in it... hey... do stuff..,train
63758,img/63758.png,0,lonely devil on halloween,train
83740,img/83740.png,0,rev up those gas chambers,train
54318,img/54318.png,0,how many people does it take to change the world,train
27068,img/27068.png,1,he went to jihad's,train
87059,img/87059.png,1,discriminate and say no to promotion of homosexual and lgbt ways of life to our children,train
85743,img/85743.png,0,"yea, if you could go ahead and explain memes that'd be great!",train
01268,img/01268.png,0,father and daughter bonding time is the best like and share if you agree,train
37895,img/37895.png,1,did you know your dishwasher is also capable of washing your motorcycle?,train
59342,img/59342.png,1,hello my lgbtq friends it's pride month so free shots for everyone,train
85721,img/85721.png,1,racism is realizing that these are not the same species,train
27634,img/27634.png,0,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens,train
75063,img/75063.png,0,morgan freeman has been old my entire life. 2000 2017,train
54023,img/54023.png,1,companies when pride month ends:,train
23415,img/23415.png,0,your purchase of $19.99 comes to $21.36 after theft,train
39870,img/39870.png,1,"when muslim parents use the ""open wide, here comes the airplane"" technique do they just smash it in the baby's face and make explosion noises?",train
57962,img/57962.png,1,i told my gay friend i can turn fruits in to vegetables and he told me to prove it so i pushed him off a balcony,train
63718,img/63718.png,0,i should not be expected to pledge allegiance to any country including america dem representative ilhan omar quote,train
62357,img/62357.png,0,we should respect blacks,train
47950,img/47950.png,0,"democrats ilhan omar alexandria ocasio-cortez ayanna pressley rashida tlais we're new, bold, and we hate you! we hate whites, jews, christians, conservatives, republicans,",train
53649,img/53649.png,0,this is how y'all look defending trump don't touch my garbage,train
51049,img/51049.png,1,truth be told the real reason for racism,train
35064,img/35064.png,0,thats a makeup artist for you. what did you expect?,train
08196,img/08196.png,0,women can wear what they want you dont have the right to ban the burka its basic democracy,train
57814,img/57814.png,0,helping a child in need,train
10589,img/10589.png,0,i love coke more than pepsi,train
63290,img/63290.png,0,everyone else's butt vs my butt,train
54781,img/54781.png,0,i'm a liberal and i support trump!,train
57496,img/57496.png,0,left the kitchen too many times,train
07615,img/07615.png,0,i put the ape in rape,train
72451,img/72451.png,0,hello mengele i think one of your experiments has escaped,train
90274,img/90274.png,0,laughs in [majority of u.s crime rate],train
10976,img/10976.png,0,when you see a commercial about starving kids in africa i missed the part where that's my problem,train
65491,img/65491.png,1,by allah you had better say islam is a religion of peace or i'll kill you!,train
21075,img/21075.png,0,size of a shuttle bus legroom of a pinto,train
06952,img/06952.png,0,motorcross bikes are ridden by drug dealers and gang members because they can easily elude law enforcement mothers against death sports if your child has an interest in motorcross they may have joined a gang or be involved in the illegal drug trade,train
76038,img/76038.png,0,lifetime presents: surviving life,train
37419,img/37419.png,0,when the turbulence in the plane gets intense,train
20685,img/20685.png,1,white trash you are doing it right,train
28613,img/28613.png,1,if slavery had cellphones on the plantation like fuck massah,train
52318,img/52318.png,0,when your kid actually is transgender,train
63410,img/63410.png,0,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals",train
87053,img/87053.png,0,@ unhumanrights,train
79423,img/79423.png,1,visit germany before germany visits you,train
59732,img/59732.png,1,in my country i am forced to keep my mouth shut. here i'm free to talk trash about this country in hopes it changes into a country where i'm forced to keep my mouth shut,train
52049,img/52049.png,1,does anyone know where i can get a rag? there's 49 of them on the floor in a mosque,train
16520,img/16520.png,1,stop making fun of our peaceful religion or we'll kill you,train
04863,img/04863.png,0,a little hood. a little hippie.,train
91268,img/91268.png,0,can afford to travel from romania to london still picks your pocket,train
13495,img/13495.png,0,there is no such thing as an appropriate joke that's why it's a joke,train
53694,img/53694.png,1,"they kill gays, and women who go out in public without a male relative and are supported by democrats and liberals",train
81256,img/81256.png,1,when you have a small dick and tell a jewish girl to suck it i can't,train
27058,img/27058.png,1,where's jaws when you need him ?,train
96423,img/96423.png,0,micro implant allows terrorist to speak to god. it comes in various sizes generally from .223 to .50 caliber,train
71659,img/71659.png,1,no mommy nig i've no idea who did it,train
64758,img/64758.png,0,when ur so excited to beat the essential oils out of a manbun that you almost snap your hippie stick,train
13528,img/13528.png,1,where's jaws when you need him ?,train
41983,img/41983.png,0,me and the boys on black friday morning,train
39852,img/39852.png,0,3 jewish prisoners after being liberated by the ussr auschwitz 1945 colorized,train
98425,img/98425.png,1,when your moms plastic and you're a spastic tragedy!!,train
47032,img/47032.png,0,"much butthurt, i sense in you",train
29174,img/29174.png,0,the crimes against humanity should not be swiftly forgotten,train
43082,img/43082.png,1,"this is why today in order to ""handle a strong black woman"" .... you need a leash for that bitch feminist black feminist",train
26947,img/26947.png,1,why isn't my drain working? probably cause the pipes black,train
94871,img/94871.png,1,when you found your wife is cheating on you ya allah,train
59072,img/59072.png,0,"this 49er left the nfl to fight for his country please ""like"" and ""share"" to support glen coffee!",train
90846,img/90846.png,0,white people is this a shooting range,train
16254,img/16254.png,1,define nowfag i want it now!,train
29756,img/29756.png,0,pull up pull up gas,train
94031,img/94031.png,1,felling cute. might fuck a goat later idk,train
09657,img/09657.png,0,"and then trump said i'm, like, a really smart person",train
28406,img/28406.png,0,when she gives you that look,train
86540,img/86540.png,1,im going trans hunting,train
82540,img/82540.png,1,nobody: european jews after 1933: now we're the skeleton crew,train
85967,img/85967.png,0,that face you make when you smell something funny,train
09368,img/09368.png,0,am i doing a good job?,train
73620,img/73620.png,0,"if one drop of semen contains more life than a drop of blood, then why don't vampires suck cock? oh wait......twilight",train
08372,img/08372.png,0,wave hello make someone smile,train
43162,img/43162.png,1,when you have 3 choco puffs left in your cereal bowl,train
01672,img/01672.png,0,when the new call of duty comes out and you're already camping,train
07452,img/07452.png,1,germany builds the first jet but couldn't make a steel door for a gas chamber expose the lie,train
52978,img/52978.png,0,trump screamed at nbc for using this pic of him he hates it. don't spread it around the internet anymore,train
21439,img/21439.png,0,when you start second guessing why you started the fight,train
27365,img/27365.png,0,oh you're offended i'm sure i have some thicker skin for you in the back,train
32579,img/32579.png,0,come to the dark side we have weed,train
38529,img/38529.png,0,"fuck you, asshole how's that for customer service?",train
16435,img/16435.png,1,what's the difference between jews and a loaf of bread? a loaf of bread doesn't burn in an oven,train
93702,img/93702.png,0,handjob sold separately,train
29581,img/29581.png,0,claims that her ancestors created a safe space for jews these are her ancestors,train
24791,img/24791.png,0,how africans eat their food mmmm....... delicious,train
75231,img/75231.png,1,sea monkeys,train
70324,img/70324.png,1,there is widespread disagreement among islamic scholars about whether homosexuals should be burned or thrown off buildings,train
17439,img/17439.png,0,when you stuff your jewish chicken before you give it a good roast,train
42608,img/42608.png,0,black parent white parent,train
48579,img/48579.png,1,throws people into gas chambers evil throws people into eternal pits of fire good,train
78035,img/78035.png,0,smashed potatoes,train
